"shutdown_id";"comment"
1311;Ульяновск г, Александра Матросова ул, д. 5 Ульяновск г, Карла Либкнехта ул, д. 30
1312;Стасова 13 села задвижка д=150, без ХВС Стасова 13, 13а, 13б, Рябикова 6а.
1313;утечка из в/кол-ца Д=100, без ХВС К. Маркса 45-121( неч.), Омская, Некрасова, Кооперативная, Крупской , Чапаева, пер. Свияжский, 1ая, 2ая Попова (от пер. Новикова до к. Маркса).
1314;из в/к Д=100, без ХВС К. Маркса 45-121(неч.), Омская, Некрасова, Кооперативная, Крупской
1315;Ульяновск г, Камышинская ул, д. 16, 12, 25, 14 Ульяновск г, Самарская ул, д. 17
1316;Ульяновск г, Богдана Хмельницкого ул, д. 35, Ульяновск г, Промышленная ул, д. 53, 53А,59
1317;Ульяновск г, Богдана Хмельницкого ул, д. 35 Ульяновск г, Промышленная ул, д. 53,53А,  59
1318;Ульяновск г, Ростовская ул, д. 29, 31, 43, 18, 21, 27, 19, 23, 16, 14, 41, 35, 37, 47, 25, 39, 33, 45, 49 Ульяновск г, Октябрьская ул, д. 8, 4, 2, 6 Ульяновск г, Октябрьский пер, д. 5, 1, 3, 7 Ульяновск г, Автозаводская ул, д. 26, 32, 34, 30
1319;Ульяновск г, Урицкого ул, д. 29, 27, 31, 33, 35
1320;из п/з Д=100, без ХВС 2 пер. Брянский 5-49,6-40
1321;из в/к Д=400, без ХВС 40 Лет Победы 35
1322;Ульяновск г, Ефремова ул, д. 17, 11, 13 Ульяновск г, Стасова ул, д. 14, 18
1323;"из п/з Д=300, без ХВС Ростовская 20,63; Автозаводская 46б,48"
1324;Ульяновск г, Ефремова ул, д. 107, 0, 91, 89, 105, 1, 79, 77, 81, 75, 123, 62, 97, 95, 85, 99, 83, 109, 93, 103, 87 Ульяновск г, Рябикова ул, д. 54, 58, 46, 48, 70, 50, 56, 30, 38, 60, 0 Ульяновск г, Камышинская ул, д. 42, 51, 49, 28, 30, 34, 57, 0, 36, 43, 61, 59, 40 Ульяновск г, Кузоватовская ул, д. 28, 56, 42, 50, 38, 48, 27, 36, 46, 23, 21, 54, 19, 30
1325;Ульяновск г, Александра Матросова ул, д. 11, 7 Ульяновск г, Карла Либкнехта ул, д. 27 Ульяновск г, Льва Толстого ул, д. 58
1326;из в/к-ца Д=100, без ХВС Подлесная 24-32(четн.)
1327;из п/з Д=100.без воды пер Диспетчерский 87
1328;Пригородный п, 2 Молодежный пер, д. 2, 8, 4, 1, 6, 9, 11, 3, 5, 7 Пригородный п, Молодежная ул, д. 13, 21, 31, 33, 19, 15, 27, 17, 25, 29, 40, 23, 22, 24, 44, 32, 36, 42, 34, 28, 38, 18, 26, 20, 30 Пригородный п, 3 Молодежный пер, д. 6, 1, 3, 5, 2, 7, 4, 9, 0 Пригородный п, 1 Молодежный пер, д. 7, 5, 3, 9, 11 Ульяновск г,   , д. 0 Пригородный п, Молодежный пер, д. 2 Пригородный п, Новая ул, д. 16, 6, 18, 20, 3, 22, 5, 7, 11, 24, 34, 23, 12, 9, 19, 28, 25, 26, 1, 4, 10, 13, 36, 8, 32, 15, 2, 14, 21, 17 Пригородный п, Школьная ул, д. 25, 27
1329;Лесная Долина п, Центральная ул, д. 1, 13, 14, 2, 5, 9, 3, 6, 7, 8, 4, 11, 15 Лесная Долина п, Нижний пер, д. 3, 1, 2 Лесная Долина п, Верхний пер, д. 1, 3, 4, 5, 2 Лесная Долина п, Лунная ул, д. 3, 2
1330;Пригородный п, Фасадная ул, д. 27, 33, 21, 18, 23, 29, 15, 10, 9, 16, 20, 12, 19, 31, 11, 17, 13 Пригородный п, Тепличная ул, д. 3, 1, 2, 5 Пригородный п, Луговая ул, д. 13, 10, 7, 5, 11, 3, 12, 15, 14, 9, 8, 6, 1, 17 Пригородный п, Набережный пер, д. 11, 5 Пригородный п, Молодежная ул, д. 13, 1 Пригородный п, Зеленая ул, д. 3 Пригородный п, Школьная ул, д. 2
1331;Ульяновск г, Урицкого ул, д. 29, 27, 31, 33, 35
1332;Ульяновск г, Репина ул, д. 39, 43, 37, 41, 12
1333;Ульяновск г, Репина ул, д. 43, 37, 8, 41, 39,
1334;Замена задвижек, Д=100. Без ХВС Рябикова 80,90,100,104
1335;Замена задвижек, Д=100. Без ХВС Рябикова 80,90,100,104.
1336;из п/з Д=100. Без ХВС пер. Диспетчерский, 87
1337;Толбухина/Дачная утечка из п/з, Д=300. Без ХВС  от Кулибина до Урицкого, от Баумана до Белинского .
1338;замена ввода Д=100. Без ХВС  Рябикова, 80
1339;Хрустальная 38 замена в/сети д=100, без ХВС Хрустальная 28, 38.
1340;Фонтан Современник замена задвижки Д=80. Без ХВС Луначарского  2,4,6
1341;Ульяновск г, Федерации ул, д. 28, 29, 34, 50, 52, 56, 59, 87 Ульяновск г, Хлебный пер, д. 11, 2, 3, 4, 5, 6, 7, 8, 9 Ульяновск г, Нижнетатарская ул, д. 10, 10/А, 11, 13, 14/А, 16, 17, 19, 2, 2 А, 2 Б, 20, 21, 21/Б, 3А, 4, 5, 6, 7, 8, 9 Ульяновск г, Марата ул, д. 0, 1/3, 1/3-3 Ульяновск г, Минаева ул, д. 46 Ульяновск г, Можайского ул, д. 14, 15, 17, 19, 21, 4, 6, 6А, 6А корп.3, 6кв.1, 8 Ульяновск г, Нариманова пр-кт, д. 0 Ульяновск г, Робеспьера ул, д. 128 Ульяновск г, Красногвардейская ул, д. 2 Ульяновск г, Орлова ул, д. 0, 0/Верхнеполевая, 1, 1/А, 11, 2Б, 2в, 3, 5, 5/1, 7, 7кор, 8, 8кв.1, 9 Ульяновск г, Островского ул, д. 0, 10, 12, 12-14, 14, 16, 20, 24, 26, 28, 28а, 32, 34, 6 Ульяновск г, Верхнеполевая ул, д. 0, 1, 1/16, 1А, 2, 3, 5, 8, 9/2А Ульяновск г, Гагарина ул, д. 0, 1/35, 11, 14, 15, 16, 18, 19, 3, 3/А, 3А, 5, 6А, 7, 7/15, 7/15 подвал, 9, 9/10 Ульяновск г, Карла Маркса ул, д. 35, 35/1, 35А, 37, 39, 39/126
1342;из в/к Д=100, на пониж. давл. Вырыпаевка
1343;ревизия запорной
1344;ревизия запорной арматуры и насосного оборудования
1346;Замена узла Д=100мм.Без воды ул Л.Щевцовой 54б(4 корпуса)54а.55а. Р.Люксембург 36а
1347;Замена узла Д=100мм.Без воды ул Л.Щевцовой 54б(4 корпуса)54а.55а. Р.Люксембург 36а
1348;из колодца Д=100.без воды с.Вырыпаевка. с.Пригородный
1349;Ульяновск г, Поливенская ул, д. 25, 27, 23
1350;из п/з Д=100.без воды ул Чернышевского.Южная.Тургенева
1351;Ремонтные работы по замене запорной арматуры Д=300 согласно программы. Без ХВС зона ВПУ Новгородская  согласно списка.
1352;Ульяновск г, Московское ш, д. 0, 12Б, 19, 19А, 21 Ульяновск г, Полбина ул, д. 1, 2, 3, 4 Ульяновск г, Лихачева ул, д. 10, 12, 2, 2А, 2Б, 4А, 5, 7, 9 Ульяновск г, Достоевского ул, д. 7 Ульяновск г, Автозаводская ул, д. 0, 10, 129, 2, 223, 2А, 4, 6, 8, 8А
1353;Ульяновск г, Московское ш, д. 0, 12Б, 19, 19А, 21 Ульяновск г, Полбина ул, д. 1, 2, 3, 4 Ульяновск г, Лихачева ул, д. 10, 12, 2, 2А, 2Б, 4А, 5, 7, 9 Ульяновск г, Достоевского ул, д. 7 Ульяновск г, Автозаводская ул, д. 0, 10, 129, 2, 223, 2А, 4, 6, 8, 8А
1354;закрытие по письму для УК.
1355;из п/з Д=100. Без  ХВС  ул. Южная, Тургенева, Чернышевского (частн. дома)
1356;Ульяновск г, Рябикова ул, д. 30
1357;Ульяновск г, МТС-4 ул, д. 1, 9, 8, 10, 4, 3, 14, 5, 16, 20, 12, 7, 24 Ульяновск г, Академика Павлова ул, д. 34
1358;Ульяновск г, МТС-4 ул, д. 1, 9, 8, 10, 4, 3, 14, 5, 16, 20, 12, 7, 24 Ульяновск г, Академика Павлова ул, д. 34
1359;Ульяновск г, МТС-4 ул, д. 1, 9, 8, 10, 4, 3, 14, 5, 16, 20, 12, 7, 24 Ульяновск г, Академика Павлова ул, д. 34
1360;Ульяновск г, МТС-4 ул, д. 1, 9, 8, 10, 4, 3, 14, 5, 16, 20, 12, 7, 24 Ульяновск г, Академика Павлова ул, д. 34
1361;Ульяновск г, МТС-4 ул, д. 1, 9, 8, 10, 4, 3, 14, 5, 16, 20, 12, 7, 24 Ульяновск г, Академика Павлова ул, д. 34
1362;Ульяновск г, МТС-4 ул, д. 1, 9, 8, 10, 4, 3, 14, 5, 16, 20, 12, 7, 24 Ульяновск г, Академика Павлова ул, д. 34
1363;Ульяновск г, МТС-4 ул, д. 1, 9, 8, 10, 4, 3, 14, 5, 16, 20, 12, 7, 24 Ульяновск г, Академика Павлова ул, д. 34
1364;Ульяновск г, МТС-4 ул, д. 1, 9, 8, 10, 4, 3, 14, 5, 16, 20, 12, 7, 24 Ульяновск г, Академика Павлова ул, д. 34
1365;Ульяновск г, МТС-4 ул, д. 1, 9, 8, 10, 4, 3, 14, 5, 16, 20, 12, 7, 24 Ульяновск г, Академика Павлова ул, д. 34
1366;"50 лет ВЛКСМ 2 закрыли для УК."
1367;Южная 59 санация в/сети д=63 п/э, без ХВС пер. Водопроводный 14 частных домов.
1368;Крупской 74 утечка из колодца д=100, без ХВС Крупской 66-92, 67-99.
1369;Московское шоссе 12 утечка из колодца д=200, без ХВС Московское шоссе 14.
1370;Новгородская 13 утечка из-под земли д=100, без ХВС Новгородская 13, 15, 23, Р. Люксембург 1а.
1371;Ульяновск г, Героев Свири ул, д. 20 Ульяновск г, Хрустальная ул, д. 38, 40, 42
1372;из в/к Д=32. Без ХВС  ул. Первомайская
1373;из п/з Д=100, без ХВС Рябикова 104
1374;из п/з Д=100, без ХВС Рябикова 104
1375;"из в/к Д=100, без ХВС Л. Шевцовой 54а, 54б (корп. 2,3,4,5); Р. Люксембург 36а, 55а"
1376;из п/з Д=100, без ХВС Рябикова 104
1377;из п/з Д=100, без ХВС пр. Заводской 22,26
1378;из в/к Д=150, на пониж. давл. Ленина 57-130 (четн. и неч.), без ХВС квадрат улиц Знгельса-Гончарова-Ленина-пер. Комсомольский
1379;из в/к Д=100, без ХВС Первомайская 14-55(четн. и неч.)
1380;Хрустальная 42 утечка из-под земли д=100, без ХВС Хрустальная 42, 44, 46, Варейкиса 21-27.
1381;с. Лаишевка  ул Новая 2 утечка из п/з без воды с. Лаишевка
1382;замена трубы Д=100мм.без воды ж/д №104
1383;Повреждение ВЛ-0.4 кВ
1384;из в/к Д=100мм.без воды ул.Кузнецов а4а.6
1385;Пригородный п, Фасадная ул, д. 5, 7
1386;из колодца Д=100мм.без воды ул.Нефтеразведчиков 10 12.ул Геологов 1.2.4
1387;замена задвижки Д=100мм.без воды ул Кольцевая 2.4.10
1388;Ульяновск г, Пушкинская ул, д. 15, 17 Ульяновск г, 12 Сентября ул, д. 86, 88, 92, 90 Ульяновск г, Кирова ул, д. 8
1389;Ульяновск г, Хваткова ул, д. 1В
1390;Ульяновск г, Нефтяников проезд, д. 2
1391;Ульяновск г, Станкостроителей ул, д. 8, 10
1392;Ульяновск г, Станкостроителей ул, д. 10
1393;из п/з Д=200. Без ХВС Шолмова 1,3,5,7, Фруктовая 1,3, Промышленная, 84
1394;из в/к  Д=200. Без ХВС Пушкарева 52,54, Аблукова 41а.
1397;Ульяновск г, Минаева ул, д. 46 Ульяновск г, Полбина проезд, д. 1 Ульяновск г, Полбина ул, д. 1 Ульяновск г, Октябрьская ул, д. 0, 26, 28, 28/Б, 30, 30/А, 30А, 30Б, 41 Ульяновск г, 50-летия ВЛКСМ пр-кт, д. 17, 22А, 22А кор 2, 22А, корпус 3
1398;"утечка из в/к Д=100, без ХВС Ср. Венец 31-35(неч.);Тухачевского 12-46(четн.)"
1399;замена ПГ, без ХВС Ак. Павлова 77,79,81,81а
1400;"из в/к , без ХВС Варейкиса 1, Локомотивная 154,ЦТП,128,130,132, пр. Гая 90,94,96,100; Локомотивная 199-207; Амурская 6,8,10"
1401;Отрада с, Мира ул, д. 4
1402;Ульяновск г, Кузнецова ул, д. 4, 6 Ульяновск г, Кузнецова пер, д. 12
1403;Ульяновск г, Кузнецова ул, д. 4, 6 Ульяновск г, Кузнецова пер, д. 3, 12
1404;ул.Красноармейская, д.123, 117,117А,121, 123, 132, 186, 186/2, 184, 182, 180, 178, 176, 174. 172, 170, 168/9
1405;Ульяновск г, Кольцевая ул, д. 38, 36
1406;Опытное поле ул. Луговая 11 утечка из колодца д=32, без ХВС ул. Луговая (20 частных домов).
1407;"Марата 45 утечка из колодца д=100, без ХВС ""Центральный рынок""."
1408;"Марата 45 утечка из колодца д=100, без ХВС ""Центральный рынок""."
1409;Ульяновск г, Московское ш, д. 0, 74, 76, 78, 78А, 78Б, 84, 86, 86а, 88, 90
1410;Ульяновск г, Московское ш, д. 0, 74, 76, 78, 78А, 78Б, 84, 86, 86а, 88, 90
1411;Ульяновск г, Московское ш, д. 0, 74, 76, 78, 78А, 78Б, 84, 86, 86а, 88, 90
1412;Ульяновск г, Московское ш, д. 0, 74, 76, 78, 78А, 78Б, 84, 86, 86а, 88, 90
1413;Ульяновск г, Московское ш, д. 0, 74, 76, 78, 78А, 78Б, 84, 86, 86а, 88, 90
1414;Ульяновск г, Московское ш, д. 19А, 19, 0, 12Б Ульяновск г, Лихачева ул, д. 24, 25, 11, 13, 2А, 12, 18А, 18, 2, 14, 22, 4А, 20, 23, 10, 4, 16, 21, 2Б Ульяновск г, Ростовская ул, д. 33, 35, 6, 28, 18, 37, 60, 27, 9, 25, 11, 23, 43, 14, 45, 19, 49, 22, 39, 31, 12, 13, 29, 7/2, 10, 41, 8, 5, 7, 16, 2, 21, 47 Ульяновск г, Достоевского ул, д. 12 Ульяновск г, Автозаводская ул, д. 46, 32, 16, 24, 20А/12, 42, 46Б, 30, 46А, 48, 0, 204, 22, 26/10, 34, 14/14, 42Б, 51Б Ульяновск г, Горького ул, д. 7/17, 1/2, 10/2, 9/1, 2А/4, 4, 8/19 Ульяновск г, Октябрьская ул, д. 2А, 4А, 6, 4, 3, 8, 2 Ульяновск г, Октябрьский пер, д. 6А, 1А, 3, 6, 7, 5
1415;Ульяновск г, Московское ш, д. 19А, 19, 0, 12Б Ульяновск г, Лихачева ул, д. 24, 25, 11, 13, 2А, 12, 18А, 18, 2, 14, 22, 4А, 20, 23, 10, 4, 16, 21, 2Б Ульяновск г, Ростовская ул, д. 33, 35, 6, 28, 18, 37, 60, 27, 9, 25, 11, 23, 43, 14, 45, 19, 49, 22, 39, 31, 12, 13, 29, 7/2, 10, 41, 8, 5, 7, 16, 2, 21, 47 Ульяновск г, Достоевского ул, д. 12 Ульяновск г, Автозаводская ул, д. 46, 32, 16, 24, 20А/12, 42, 46Б, 30, 46А, 48, 0, 204, 22, 26/10, 34, 14/14, 42Б, 51Б Ульяновск г, Горького ул, д. 7/17, 1/2, 10/2, 9/1, 2А/4, 4, 8/19 Ульяновск г, Октябрьская ул, д. 2А, 4А, 6, 4, 3, 8, 2 Ульяновск г, Октябрьский пер, д. 6А, 1А, 3, 6, 7, 5
1416;замена з-ки Д=300мм.без воды ул Полбина 34-48.ул Октябрьская 37.39
1417;Ульяновск г, Гагарина ул, д. 15
1418;из п/з Д=100.сЛаишевка
1419;из п/з Д=100.Крупской 41-65
1420;Ульяновск г, Гая пр-кт, д. 16
1421;ремонт пожарного гидранта .ул Полбина 34-48
1422;Ульяновск г, Одесская ул, д. 5, 13, 1, 15, 11, 7, 21, 9, 19, 3, 17 Ульяновск г, Одесский 3-й пер, д. 1, 6 Ульяновск г, Одесский 1-й пер, д. 4, 18, 5, 20, 10, 6, 2, 22, 8, 14, 12 Ульяновск г, 40-летия Комсомола ул, д. 18, 10, 6, 12, 8, 4, 14, 16 Ульяновск г, Одесский 2-й пер, д. 2, 3 Ульяновск г, Тимуровская ул, д. 7, 13, 1, 9, 11, 5, 6 Ульяновск г, 40-летия Комсомола пер, д. 5
1423;Ульяновск г, Одесская ул, д. 5, 13, 1, 15, 11, 7, 21, 9, 19, 3, 17 Ульяновск г, Одесский 3-й пер, д. 1, 6 Ульяновск г, Одесский 1-й пер, д. 4, 18, 5, 20, 10, 6, 2, 22, 8, 14, 12 Ульяновск г, 40-летия Комсомола ул, д. 18, 10, 6, 12, 8, 4, 14, 16 Ульяновск г, Одесский 2-й пер, д. 2, 3 Ульяновск г, Тимуровская ул, д. 7, 13, 1, 9, 11, 5, 6 Ульяновск г, 40-летия Комсомола пер, д. 5
1424;Ульяновск г, Одесская ул, д. 5, 13, 1, 15, 11, 7, 21, 9, 19, 3, 17 Ульяновск г, Одесский 3-й пер, д. 1, 6 Ульяновск г, Одесский 1-й пер, д. 4, 18, 5, 20, 10, 6, 2, 22, 8, 14, 12 Ульяновск г, 40-летия Комсомола ул, д. 18, 10, 6, 12, 8, 4, 14, 16 Ульяновск г, Одесский 2-й пер, д. 2, 3 Ульяновск г, Тимуровская ул, д. 7, 13, 1, 9, 11, 5, 6 Ульяновск г, 40-летия Комсомола пер, д. 5
1425;ул. Ленина, ул. Гимова
1426;Ульяновск г, Федерации ул, д. 8/офис 6, 56, 6, 26а, 31, 26, 9А, 29, 79, 12, 6/8, 52, 77, 24, 75, 15, 39, 9, 19А, 35, 68, 17, 19, 46, 49, 40, 50, 13, 36, 44, 45, 7, 14, 59, 21, 34, 47, 22, 37, 48, 5, 35/37, 54, 11, 33, 4, 25, 28, 28А, 42, 8 Ульяновск г, Марата ул, д. 13, 8, бокс №6, 8Б, 1/3, 8А, 19, 6, 25, 15, 33, 8, 0/Дамба, 29
1427;"Ульяновск г, Московское ш, д. 85.1, 81, 79, 51а, 75Б, 75В, 69, 8173, 85, 0/ТЦ ""Аквамол"", 73, 75А, 75, 81А, 83, 91/Пушкаревское кольцо, 71, 79А, 100, 85а, 55, 100/мост, 0, 81кв.73, 73кв.56, 77, 57, 75Г Ульяновск г, Терешковой ул, д. 3А, 7, 20, 30, 16, 22, 1А, 24, 26, 0, 6Б, 3 Ульяновск г, Полбина проезд, д. 28, 1, 12А, 32, 24, 26А, 22, 10, 30, 26 Ульяновск г, Октябрьская ул, д. 32, 31, 41Б, 33, 27Б, 41А, 57, 29, 36, 42, 41, 63, 25, 40, 0/(автовокзал), 32А, 37, 21А, 23, 43А, 55, 34А, 0/трамв. кольцо, 47, 51, 0/ул.Полбина, 19, 21, 35, 38, 55А, 26, 27, 30, 22, 39, 59(38), 53А, 43, 59, 17, 19А, 34, 59/бывш.кв.1, 38А, 24, 45, 53, 0, 0/въезд на автовокзал, 27А, 49 Ульяновск г, 50-летия ВЛКСМ пр-кт, д. 12, 24А, 26А, 10, 12бывш.кв.62, 2, 22А кор 2, 24, 25, 12кв.2, 0, 22А, 0, около д.№20, 12кв 22, 16, 14, 282, 5б, 2029, 12кв.42, 20/29, 12кв.43, 17, 18А, 23А, 28, 14 кв.2, 12(сев.зап), 22, 22А, корпус 3, 20, 8А, 21 Ульяновск г, Полбина ул, д. 33, 65, 28, 30А, 55, 35, 0/ул.Октябрьская, 55А, 55А гар"
1428;Ульяновск г, Циолковского ул, д. 1, 1/82, 3 Ульяновск г, Нариманова пр-кт, д. 51, 55, 69, 57, 71, 71/ ост. Репина, 71А, 0, 61гараж, 61, 63, 53, 112, 59/2, 65, 73, 102, 59, 67 Ульяновск г, Баумана ул, д. 121, 66, 62, 57, 68/15А, 70, 56, 59, 68, 60, 64, 58/20а Ульяновск г, Маяковского 3-й пер, д. 20, 13, 15, 18, 16, 21, 26, 25, 6, 11, 1, 23, 30, 17, 19, 28, 29, 27, 8, 22, 3, 7, 14, 31, 5, 12, 9, 10 Ульяновск г, Кулибина 1-й пер, д. 12, 10, 9, 11, 1, 5, 8, 3, 6, 7, 13/100а, 4 Ульяновск г, Пархоменко ул, д. 10/11, 83, 52, 66, 84/9А, 62/6А, 106, 81, 67, 48, 79, 102, 63, 108, 92, 71, 129, 50, 77, 61/13а, 64, 65, 68, 69/14, 104, 121, 94, 98, 123, 75, 109, 56/17, 54, 73 Ульяновск г, Маяковского ул, д. 18/47, 18, 20 Ульяновск г, Репина ул, д. 0, 29, 17, 1, разб.чертеж №954, 25, 11, 33, 33/118, 15, 13, 23, 9, 31, 27 Ульяновск г, Ватутина ул, д. 63, 97, 50, 62, 89, 61, 54, 67/А, 64, 67, 69, 62А, 89/1А, 0, 81, 83, 57, 59, 38, 61/4, 51, 52, 87, 42, 65, 85, 109/7, 55/2а, 58, 63/1-а Ульяновск г, Гафу
1429;замена ПГ. Без хвс ул. Победы
1430;закрыли дляУК
1431;из п/з Д=100. Без хвс Киндяковых, Аксакова, Благова - ч/д
1432;Ульяновск г, Полбина ул, д. 65
1433;Карлинское с, Покровская ул, д. 3, 10, 7, 11, 16, 4, 5, 12, 8, 13, 6, 9, 1, 2, 17, 14 Карлинское с, Солнечная ул, д. 5, 10, 2, 6, 8, 11, 7, 12, 4, 9 Карлинское с, Дачная ул, д. 9, 4, 2, 8 Карлинское с, Железнодорожная ул, д. 58, 54, 56, 25, 61, 69, 59, 67, 52, 57, 60 Карлинское с, Лесная ул, д. 10, 7, 3, 15, 14, 12, 1, 5, 2, 6, 11 Карлинское с, Молодежная ул, д. 6, 1, 15, 4, 0, 11, 7, 5 Карлинское с, Ватутина ул, д. 19
1434;из в/к Д=100. Без ХВС Овражная, 40
1435;из в/к Д=100. Без ХВС Школьная 30 - 74 (чётн., нечётн. ч/д)
1436;замена ПГ, без хвс Калнина 1-9, Металлистов 1,3,5
1437;Ульяновск г, Терешковой ул, д. 6А
1438;Ульяновск г, Кольцевая ул, д. 293, 291, 6, 65, Ульяновск г, снт.Южный ул, д. 270, 86, 253, 290, 5, 265, 247, 286, 282, 250, 269, 263, 275 Ульяновск г,  , д. 256 Ульяновск г, Благодатный 2-ой пер
1439;Ульяновск г, Промышленная ул, д. 30, 32
1440;Ульяновск г, Промышленная ул, д. 30, 32
1441;Ульяновск г, Чистопрудная ул, д. 26, 14, 20, 12, 2, 18, 22, 0, 8, 6, 16, 10, 24, 4 Ульяновск г, Гая ул, д. 1, 4, 5, 6, 2, 3, 7, 10, 8, 11 Ульяновск г, Луговая ул, д. 2, 3, 1, 4, 5, 6, 8 Ульяновск г, Ангарская ул, д. 3, 9, 8, 5, 7, 10, 6, 4 Ульяновск г, Юбилейная ул, д. 1, 8, 3, 4, 7, 5, 2, 6 Ульяновск г, Гражданская ул, д. 3, 5, 10, 6, 2, 1, 8, 14, 4, 12 Ульяновск г, Приречная ул, д. 1, 9, 13, 7, 11, 5, 3, 15 Ульяновск г, Дальняя ул, д. 3, 14, 1, 6, 10, 2, 5, 7, 13, 4, 22, 12, 9, 11, 8 Ульяновск г, Новосибирская ул, д. 13, 11, 7, 15, 9, 5 Ульяновск г, Вольная ул, д. 2,  Ульяновск г, Бабушкина ул, д. 2
1442;Ульяновск г, Профсоюзная ул, д. 68, 45, 49 Ульяновск г, Центральная ул, д. 9, 2, 11 Загородный п, Центральная ул, д. 10, 1, 14, 15, 2, 11, 4, 7, 8, 12, 6, 13, 5, 9, 3, 0 Ульяновск г, Ключевая ул, д. 3,
1443;Гончарова 23 ремонт узла д=500. Д. Ульянова 2 замена 2-х задвижек д=200. Без ХВС Красноармейская, Гончарова, Советская, Кузнецова, Д. Ульянова, Гимова,  Коммунистическая, пл. 100 летия В. И. Ленина, пл. В.И. Ленина.
1444;Средний Венец 11 закрыли для УК
1445;с. Арское Набережная 23 утечка из-под земли д=100, без ХВС с. Арское.
1446;Ульяновск г, Александра Невского ул, д. 0, 11/2, 19, 2А, 3, 5, 7, 9 Ульяновск г, Харьковская ул, д. 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 21/А, 22, 3, 4, 5, 6, 7, 8, 9 Ульяновск г, Панфиловцев ул, д. 34Б Ульяновск г, Севастопольская ул, д. 11, 13, 15, 17, 3, 5, 7, 7/А, 7/Б, 9 Ульяновск г, Смоленский пер, д. 3, 4, 5, 6 Ульяновск г, Стасова ул, д. 31, 33, 33/а, 35, 37, 39, 41, 43, 45, 47, 49, 51, 53 Ульяновск г, Сурский пер, д. 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 3, 30, 4, 6, 7, 9 Ульяновск г, Тагайский пер, д. 10, 12, 4, 5, 6 Ульяновск г, Минаева ул, д. 46 Ульяновск г, Минина ул, д. 1, 11/корп.2, 11/корпус 2, 13, 15, 1533, 17, 21, 23, 25, 27, 33, 5 Ульяновск г, Мурманский пер, д. 10, 11, 12, 13/14, 14, 15, 16, 17, 18, 19, 20, 21, 22, 3, 4, 5, 6, 7, 8, 9 Ульяновск г, Невского ул, д. 13, 15, 17, 19, 21, 23/62, 25, 27, 29, 29/72, 2Б Ульяновск г, Пожарского пер, д. 11, 13, 15, 17, 19, 2, 21, 3, 4, 5 Ульяновск г, Пожарского ул, д. 10, 10/2, 11, 12, 1
1447;с. Луговое ул. Школьная 1б закрытие по письму, без ХВС Пролетарская, Школьная, Первомайская.
1448;Ульяновск г, Высотный проезд, д. 6, 4, 2 Ульяновск г, 50-летия ВЛКСМ пр-кт, д. 24, 26 Ульяновск г, Полбина ул, д. 26 Ульяновск г, Полбина проезд, д. 26, 22, 24
1449;с. Арское Набережная 23 утечка из-под земли д=100, без ХВС с. Арское.
1450;"замена ПГ, без ХВС  Вр. Михайлова 58-64; Оренбургская 46"
1451;"замена ПГ , без ХВС Вр. Михайлова 58-64(четн.); Оренбургская 46"
1452;"замена ПГ , без ХВС Вр. Михайлова 58-64(четн.); Оренбургская 46"
1453;"замена задвиж. Д=100, без ХВС Б. Хмельницкого 2а; Герасимова 14,14а,14б,14в"
1454;из п/з Д=100, безХВС Карлинское
1455;замена ПГ, без ХВС п. Мостотряд
1456;из п/з Д=100 (строители повредили в/сети), без ХВС Аблукова 47
1457;из в/к, Д=100. Без ХВС Нариманова 136,138,140,142
1458;из в/к Д=100 и замена задвижки Д=150. Без ХВС  Зап.бульвар 4-18а, М.шоссе 29,31,86,86а,88,90, Горького 11,Полбина 14,16, Лихачёва 2,4.
1459;из в/к Д=100, без ХВС Б.Пластова 6
1460;ремонт з-ки Д-100. Без хвс М. Шоссе 86,88,90
1461;из п/з Д=100
1462;из в/к Д-100. Без хвс Репина 37,37а (магазин),51,ЦТП
1463;из в/к без хвс п.Дачный
1464;замена вентиля Д=50. Без ХВС  п. Благодатный.
1465;Нариманова 142 утечка из колодца д=100, без ХВС Нариманова 136-142.
1466;Тельмана 3, 12а замена ПГ, без ХВС Тельмана 3, 12а, 18.
1467;"1 пер. Рабочий 13 закрытие по письму, без ХВС 1 пер. Рабочий 6, 8, 9, 10, 11, 12, 13."
1468;Московское ш. 21 закрытие по письму, без ХВС Московское ш. 21, 23, 27, 27а, 29, 31, Полбина 1, 3, 3а, 4, 5а, 5б, 8, 9, 11, 11а, 12, 14, Автозаводская 3, 5, Лихачева 3, 4, 5.
1469;Ульяновск г, Пожарского ул, д. 21 Ульяновск г, Минина ул, д. 27
1470;Ульяновск г, Одесская ул, д. 5, 13, 1, 15, 11, 7, 21, 9, 19, 3, 17 Ульяновск г, Одесский 3-й пер, д. 1, 6 Ульяновск г, Одесский 1-й пер, д. 4, 18, 5, 20, 10, 6, 2, 22, 8, 14, 12 Ульяновск г, 40-летия Комсомола ул, д. 18, 10, 6, 12, 8, 4, 14, 16 Ульяновск г, Одесский 2-й пер, д. 2, 3 Ульяновск г, Тимуровская ул, д. 7, 13, 1, 9, 11, 5, 6 Ульяновск г, 40-летия Комсомола пер, д. 5
